"model","seed","mechanism","utility","coverage","demand","quality","redundancy","totalRewards","averageReward","leakage","detection","falsePositives","verificationCost","prevented","verificationEfficiency","attackROI","participation","concentration","usefulEfficiency","verified","configuration"
"1.0","49","Marginal utility","0.7499846820471989","0.979","0.9558179072038202","0.7414736581034478","0.927","850.099448599711","8.50099448599711","25.962316916969176","0.2222222222222222","0","10","99.93370093352601","9.9933700933526","-0.35094207707577063","0.44","0.057031513937836655","0.9694596709129332","10","{""seed"":49,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","49","Proposed","0.7499846820471989","0.979","0.9558179072038202","0.7414736581034478","0.927","857.1341899117864","8.571341899117863","22.137855290855374","0.2222222222222222","0","10","95.24387339214209","9.52438733921421","-0.4465536177286157","0.43","0.05711356258754414","0.974172240996321","10","{""seed"":49,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","50","Contribution","0.7234883611431436","0.973","0.9103691092471662","0.6919166916265418","0.867","713.4607051666101","7.134607051666101","76.16515149397244","0.5294117647058824","0","10","191.02619655559326","19.102619655559327","0.9041287873493111","0.63","0.024860531984053982","0.740120835286128","10","{""seed"":50,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","50","Quality-adjusted","0.7234883611431436","0.973","0.9103691092471662","0.6919166916265418","0.867","708.5946587302101","7.085946587302101","77.06792660841946","0.5294117647058824","0","10","194.27022751319345","19.427022751319345","0.9266981652104864","0.62","0.025735649586012876","0.7401357198857672","10","{""seed"":50,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","50","Marginal utility","0.7234883611431436","0.973","0.9103691092471662","0.6919166916265418","0.867","962.0264491107513","9.620264491107513","100.97837128570988","0.11764705882352941","0","10","25.315700592832567","2.531570059283257","1.5244592821427472","0.38","0.05563443585913475","0.895035763955295","10","{""seed"":50,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","50","Proposed","0.7234883611431436","0.973","0.9103691092471662","0.6919166916265418","0.867","967.6904379663072","9.676904379663071","83.78696827453444","0.11764705882352941","0","10","21.53970802246196","2.153970802246196","1.094674206863361","0.38","0.0540881171870952","0.9134155252679558","10","{""seed"":50,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","51","Contribution","0.7535936324436252","0.982","0.95726474728665","0.7471638835731911","0.914","689.3786249296236","6.893786249296236","42.94015827717486","0.5","0","10","207.0809167135844","20.70809167135844","0.07350395692937148","0.63","0.021915879659730804","0.8276289275935454","10","{""seed"":51,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","51","Quality-adjusted","0.7535936324436252","0.982","0.95726474728665","0.7471638835731911","0.914","687.3411023542144","6.873411023542144","41.44594708888139","0.5","0","10","208.4392650971903","20.84392650971903","0.03614867722203474","0.62","0.022459000362319157","0.8318618386570795","10","{""seed"":51,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","51","Marginal utility","0.7535936324436252","0.982","0.95726474728665","0.7471638835731911","0.914","881.5815632229267","8.815815632229267","24.120535111395697","0.2222222222222222","0","10","78.94562451804896","7.894562451804896","-0.3969866222151076","0.42","0.03841719656976922","0.9726394741931594","10","{""seed"":51,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
"1.0","51","Proposed","0.7535936324436252","0.982","0.95726474728665","0.7471638835731911","0.914","914.2621961754153","9.142621961754152","27.547228662849008","0.16666666666666666","0","10","57.15853588305642","5.7158535883056425","-0.3113192834287748","0.41","0.037608271508099374","0.9698694436037211","10","{""seed"":51,""providers"":100,""users"":1000,""malicious"":20,""radius"":2.2,""capacity"":24,""reliability"":0.92,""quality"":0.9,""cost"":2,""stake"":10,""budget"":10,""verificationCost"":1,""sensitivity"":0.8,""falsePositive"":0.02,""strategy"":""risk"",""attack"":""false contribution"",""inflation"":3,""attackCost"":2,""sybils"":2,""sybilCost"":3,""fakeDemand"":25,""collusion"":0.6,""density"":""medium"",""distribution"":""clustered"",""placement"":""reward"",""pool"":1000,""weights"":[0.3,0.35,0.25,0.06,0.04],""trials"":10}"
